"id","mqtl_name","chromosome","trait","parameter","category","position_interval","parsed_start","parsed_end","inferred_unit","reason","reference","doi","source_file","needs_review"
"M00795","MQTL 49","5B","Developmental traits","Days to anthesis; Days to maturity; Grain yield; Number of Spikes per Square Meter; Grain weight","Yield","68.96",68.96,68.96,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00796","MQTL 50","5B","Developmental traits","Days to heading; Harvest Index; Number of spikes per plant","Developmental","100.24",100.24,100.24,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00797","MQTL 51","5B","Developmental traits","Grain weight per spike; Grain weight","Yield","118.74",118.74,118.74,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00798","MQTL 52","5B","Developmental traits","Number of Florets per Spikelet; number of fertile tillers per square meter; Grain weight per spike; Number of spikes per plant; Grain weight","Yield","136.64",136.64,136.64,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00799","MQTL 53","6A","Developmental traits","Number of grains per spike","Developmental","2.4",2.4,2.4,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00800","MQTL 54","6A","Developmental traits","Percentage of large grain; Percentage of medium grains; Grain weight","Yield","39.92",39.92,39.92,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00801","MQTL 55","6A","Developmental traits","Grain yield; Grain weight per spike; Grain weight","Yield","80.95",80.95,80.95,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00802","MQTL 56","6A","Developmental traits","normalized difference vegetation index; Grain weight","Yield","131.39",131.39,131.39,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00803","MQTL 57","6B","Developmental traits","Percentage of large grain; Percentage of medium grains; Grain Wt Per Spike; Grain weight","Yield","60.53",60.53,60.53,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00804","MQTL 58","6B","Developmental traits","Number of grains per square meter; Grain weight","Yield","119.6",119.6,119.6,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00805","MQTL 59","7A","Developmental traits","Grain weight","Yield","1.58",1.58,1.58,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00806","MQTL 60","7A","Developmental traits","Number of grains per spike; Grain weight","Yield","18.8",18.8,18.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00807","MQTL 61","7A","Developmental traits","Number of grains per spike; Grain weight","Yield","84.86",84.86,84.86,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00808","MQTL 62","7A","Developmental traits","Days to heading; Days to maturity; Number of grains per spike","Developmental","127.85",127.85,127.85,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00809","MQTL 63","7B","Developmental traits","Days to heading","Developmental","2.35",2.35,2.35,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00810","MQTL 64","7B","Developmental traits","Days to heading; Plant height","Developmental","17.42",17.42,17.42,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00811","MQTL 65","7B","Developmental traits","Days to anthesis; Plant height","Developmental","40.34",40.34,40.34,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00812","MQTL 66","7B","Developmental traits","Days to anthesis","Developmental","54.42",54.42,54.42,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00813","MQTL 67","7B","Developmental traits","Days to anthesis; Number of grains per spike; Plant height","Developmental","73.31",73.31,73.31,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00814","MQTL 68","7B","Developmental traits","Grain weight per spike; Number of spikes per plant; Grain weight","Yield","81.75",81.75,81.75,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00815","MQTL 69","7B","Developmental traits","Grain weight per spike; Grain weight","Yield","93.4",93.4,93.4,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00816","MQTL 70","7B","Developmental traits","Number of grains per spike; Grain weight","Yield","103.99",103.99,103.99,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00817","MQTL 71","7B","Developmental traits","Number of grains per spike; Grain weight","Yield","183.55",183.55,183.55,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178290","MQTL_all traitsV3.0_final",FALSE
"M00818","P1","1A","Morphological trait","Plant height","Morphological","34.7",34.7,34.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00819","P2","1A","Morphological trait","Plant height","Morphological","44.1",44.1,44.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00820","P3","1D","Morphological trait","Plant height","Morphological","60.5",60.5,60.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00821","P4","2A","Morphological trait","Plant height","Morphological","101.6",101.6,101.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00822","P5","2D","Morphological trait","Plant height","Morphological","23.2",23.2,23.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00823","P6","3A","Morphological trait","Plant height","Morphological","81.3",81.3,81.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00824","P7","3A","Morphological trait","Plant height","Morphological","83",83,83,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00825","P8","3A","Morphological trait","Plant height","Morphological","104.1",104.1,104.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00826","P9","3B","Morphological trait","Plant height","Morphological","20.4",20.4,20.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00827","P10","4A","Morphological trait","Plant height","Morphological","41.9",41.9,41.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00828","P11","4A","Morphological trait","Plant height","Morphological","105.3",105.3,105.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00829","P12","4B","Morphological trait","Plant height","Morphological","31",31,31,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00830","P13","4B","Morphological trait","Plant height","Morphological","34",34,34,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00831","P14","4D","Morphological trait","Plant height","Morphological","44.1",44.1,44.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00832","P15","4D","Morphological trait","Plant height","Morphological","34",34,34,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00833","P16","5A","Morphological trait","Plant height","Morphological","49.8",49.8,49.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00834","P17","5A","Morphological trait","Plant height","Morphological","61.2",61.2,61.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00835","P18","5B","Morphological trait","Plant height","Morphological","127.7",127.7,127.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00836","P19","6A","Morphological trait","Plant height","Morphological","34.9",34.9,34.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00837","P20","6A","Morphological trait","Plant height","Morphological","79",79,79,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00838","P21","6A","Morphological trait","Plant height","Morphological","90.7",90.7,90.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00839","P22","6B","Morphological trait","Plant height","Morphological","160",160,160,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00840","P23","6D","Morphological trait","Plant height","Morphological","93.8",93.8,93.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00841","P24","6D","Morphological trait","Plant height","Morphological","155.8",155.8,155.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00842","P25","7A","Morphological trait","Plant height","Morphological","91.1",91.1,91.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00843","P26","7A","Morphological trait","Plant height","Morphological","163.7",163.7,163.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00844","P27","7B","Morphological trait","Plant height","Morphological","47.7",47.7,47.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s10681-010-0128-9","MQTL_all traitsV3.0_final",FALSE
"M00845","QTL_height_1A_1","1A","Morphological trait","Plant height","Morphological","42.7",42.7,42.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00846","QTL_height_1B_1","1B","Morphological trait","Plant height","Morphological","57.8",57.8,57.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00847","QTL_height_1D_1","1D","Morphological trait","Plant height","Morphological","59.2",59.2,59.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00848","QTL_height_2A_1","2A","Morphological trait","Plant height","Morphological","30",30,30,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00849","QTL_height_2A_2","2A","Morphological trait","Plant height","Morphological","111",111,111,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00850","QTL_height_2B_1","2B","Morphological trait","Plant height","Morphological","42",42,42,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00851","QTL_height_2D_1","2D","Morphological trait","Plant height","Morphological","123.6",123.6,123.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00852","QTL_height_3A_1","3A","Morphological trait","Plant height","Morphological","50.4",50.4,50.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00853","QTL_height_3B_1","3B","Morphological trait","Plant height","Morphological","75.7",75.7,75.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00854","QTL_height_4B_1","4B","Morphological trait","Plant height","Morphological","42",42,42,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00855","QTL_height_4D_1","4D","Morphological trait","Plant height","Morphological","12",12,12,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00856","QTL_height_5A_1","5A","Morphological trait","Plant height","Morphological","60.3",60.3,60.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00857","QTL_height_5B_1","5B","Morphological trait","Plant height","Morphological","116.4",116.4,116.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00858","QTL_height_6A_1","6A","Morphological trait","Plant height","Morphological","32.2",32.2,32.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00859","QTL_height_6B_1","6B","Morphological trait","Plant height","Morphological","35.8",35.8,35.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00860","QTL_height_6D_1","6D","Morphological trait","Plant height","Morphological","70.3",70.3,70.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-010-9534-x#SecESM1","MQTL_all traitsV3.0_final",FALSE
"M00861","YIELD_MQTL3A.1_I","3A","Morphological traits","Spike width; spike length","Morphological","53.85",53.85,53.85,"cM","all values < 1000 -> cM",NA,"https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.984269/full","MQTL_all traitsV3.0_final",FALSE
"M00862","YIELD_MQTL3B.3_I","3B","Morphological traits","Spike width","Morphological","206.94",206.94,206.94,"cM","all values < 1000 -> cM",NA,"https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.984269/full","MQTL_all traitsV3.0_final",FALSE
"M00863","YIELD_MQTL4A.1_I","4A","Morphological traits","Spike length","Morphological","118.62",118.62,118.62,"cM","all values < 1000 -> cM",NA,"https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.984269/full","MQTL_all traitsV3.0_final",FALSE
"M00864","YIELD_MQTL4B.2_I","4B","Morphological traits","Spike length","Morphological","48.41",48.41,48.41,"cM","all values < 1000 -> cM",NA,"https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.984269/full","MQTL_all traitsV3.0_final",FALSE
"M00865","YIELD_MQTL5A.2_I","5A","Morphological traits","Spike length","Morphological","173.27",173.27,173.27,"cM","all values < 1000 -> cM",NA,"https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.984269/full","MQTL_all traitsV3.0_final",FALSE
"M00866","YIELD_MQTL5B.1_I","5B","Morphological traits","Spike length","Morphological","44.52",44.52,44.52,"cM","all values < 1000 -> cM",NA,"https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.984269/full","MQTL_all traitsV3.0_final",FALSE
"M00867","YIELD_MQTL7B.2_I","7B","Morphological traits","Spike length","Morphological","50.13",50.13,50.13,"cM","all values < 1000 -> cM",NA,"https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.984269/full","MQTL_all traitsV3.0_final",FALSE
"M00868","MQTL-1","1A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","8.3–19.8",8.3,19.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00869","MQTL-2","1A","Morphological traits","Flag leaf width; flag leaf area","Morphological","472.0–480.6",472,480.6,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00870","MQTL-3","1B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area; flag leaf length-width ratio; flag leaf angle","Morphological","25.0–124.0",25,124,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00871","MQTL-4","1B","Morphological traits","Flag leaf width; flag leaf area","Morphological","658.7–661.4",658.7,661.4,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00872","MQTL-5","1D","Morphological traits","Flag leaf width; flag leaf area","Morphological","367.4–435.5",367.4,435.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00873","MQTL-6","2A","Morphological traits","Flag leaf length; flag leaf area","Morphological","89.6–101.0",89.6,101,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00874","MQTL-7","2A","Morphological traits","Flag leaf width; flag leaf length-width ratio","Morphological","32.9–33.3",32.9,33.3,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00875","MQTL-8","2A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","84.9–93.9",84.9,93.9,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00876","MQTL-9","2A","Morphological traits","Flag leaf width; flag leaf area","Morphological","685.5–718.8",685.5,718.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00877","MQTL-10","2B","Morphological traits","Flag leaf length; flag leaf area","Morphological","4.4–23.5",4.4,23.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00878","MQTL-11","2B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area; flag leaf length-width ratio","Morphological","15.7–28.4",15.7,28.4,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00879","MQTL-12","2B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","53.5–79.3",53.5,79.3,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00880","MQTL-13","2D","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","2.5–10.5",2.5,10.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00881","MQTL-14","2D","Morphological traits","Flag leaf width; flag leaf area","Morphological","56.8–70.1",56.8,70.1,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00882","MQTL-15","3A","Morphological traits","Flag leaf length; flag leaf width","Morphological","5.3–36.2",5.3,36.2,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00883","MQTL-16","3A","Morphological traits","Flag leaf width; flag leaf area","Morphological","600.9–605.8",600.9,605.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00884","MQTL-17","3A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area; flag leaf length-width ratio","Morphological","648.0–666.3",648,666.3,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00885","MQTL-18","3B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","0.2–32.3",0.2,32.3,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00886","MQTL-19","3B","Morphological traits","Flag leaf length; flag leaf width","Morphological","40.3–47.7",40.3,47.7,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00887","MQTL-20","3B","Morphological traits","Flag leaf width; flag leaf area","Morphological","667.8–700.9",667.8,700.9,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00888","MQTL-21","3B","Morphological traits","Flag leaf length; flag leaf width","Morphological","704.5–749.8",704.5,749.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00889","MQTL-22","3D","Morphological traits","Flag leaf width; flag leaf length-width ratio","Morphological","62.1–179.3",62.1,179.3,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00890","MQTL-23","4A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","606.6–614.5",606.6,614.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00891","MQTL-24","4A","Morphological traits","Flag leaf width; flag leaf area","Morphological","596.8–605.0",596.8,605,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00892","MQTL-25","4A","Morphological traits","Flag leaf length; flag leaf area","Morphological","718.9–732.5",718.9,732.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00893","MQTL-26","4A","Morphological traits","Flag leaf length; flag leaf area","Morphological","698.0–723.8",698,723.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00894","MQTL-27","4B","Morphological traits","Flag leaf length; flag leaf area","Morphological","2.3–2.7",2.3,2.7,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00895","MQTL-28","4B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area; flag leaf length-width ratio","Morphological","20.6–21.6",20.6,21.6,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00896","MQTL-29","4B","Morphological traits","Flag leaf length; flag leaf area; flag leaf length-width ratio","Morphological","50.4–102.5",50.4,102.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00897","MQTL-30","4B","Morphological traits","Flag leaf length; flag leaf area; flag leaf length-width ratio","Morphological","546.0–589.8",546,589.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00898","MQTL-31","4D","Morphological traits","Flag leaf length; flag leaf width; flag leaf angle","Morphological","11.5–227.2",11.5,227.2,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00899","MQTL-32","4D","Morphological traits","Flag leaf width; flag leaf length-width ratio","Morphological","16.1–475.2",16.1,475.2,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00900","MQTL-33","4D","Morphological traits","Flag leaf length; flag leaf width","Morphological","209.2–380.2",209.2,380.2,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00901","MQTL-34","5A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area; flag leaf length-width ratio","Morphological","253.6–306.5",253.6,306.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00902","MQTL-35","5A","Morphological traits","Flag leaf length","Morphological","494.5–503.0",494.5,503,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00903","MQTL-36","5A","Morphological traits","Flag leaf length; flag leaf width","Morphological","555.2–594.1",555.2,594.1,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00904","MQTL-37","5A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area; flag leaf length-width ratio","Morphological","680.5–681.9",680.5,681.9,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
